atom_count_C,atom_count_N,atom_count_O,atom_count_S,atom_count_P,atom_count_F,atom_count_Cl,atom_count_Br,atom_count_I,atom_count_B,motif_count_amide,motif_count_amine,motif_count_hydroxyl,motif_count_carboxyl,motif_count_aromatic_ring,motif_count_halogen,motif_count_sulfonamide,motif_count_hetero5_ring,motif_count_hetero6_ring,num_atoms,num_bonds,tpsa,logp,hbd,hba,rot_bonds,ring_count
39.0,5.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,1.0,2.0,0.0,0.0,1.0,0.0,57.0,63.0,266.37,0.18,9.0,15.0,9.0,7.0
22.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,4.0,1.0,30.0,34.0,80.02,1.9361,3.0,4.0,5.0,5.0
173.0,45.0,46.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,44.0,23.0,22.0,2.0,0.0,0.0,0.0,0.0,267.0,268.0,1525.16,-4.8297,70.0,71.0,174.0,2.0
202.0,58.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,46.0,29.0,23.0,6.0,0.0,0.0,4.0,0.0,315.0,323.0,1928.26,-8.98335,84.0,76.0,180.0,9.0
24.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,3.0,30.0,34.0,56.63,2.2938,1.0,5.0,5.0,5.0
31.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,39.0,41.0,88.85,7.049,1.0,6.0,18.0,3.0
18.0,8.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,4.0,36.0,39.0,215.22,-1.199,4.0,15.0,8.0,4.0
14.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,17.0,19.0,29.54,1.9376,0.0,3.0,2.0,4.0
17.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,22.0,25.0,42.74,3.42172,1.0,4.0,1.0,4.0
22.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,25.0,29.0,46.26,4.221,1.0,3.0,0.0,5.0
15.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,21.0,23.0,50.49,1.68142,0.0,4.0,1.0,3.0
23.0,6.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,36.0,40.0,150.45,1.8619,3.0,10.0,7.0,5.0
54.0,18.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,9.0,1.0,0.0,0.0,2.0,0.0,91.0,93.0,615.3,-6.22026,27.0,24.0,50.0,3.0
15.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,19.0,22.0,58.86,3.0294,1.0,2.0,0.0,4.0
24.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,31.0,35.0,93.06,2.7227,2.0,6.0,2.0,5.0
24.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,3.0,31.0,35.0,53.01,4.7228,1.0,6.0,5.0,5.0
25.0,6.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,4.0,1.0,35.0,37.0,76.26,3.1458,0.0,7.0,8.0,4.0
34.0,4.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,48.0,50.0,176.42,2.2693,2.0,11.0,7.0,3.0
21.0,4.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,1.0,32.0,34.0,92.35,5.5497,3.0,4.0,5.0,3.0
50.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,7.0,6.0,1.0,0.0,0.0,1.0,0.0,77.0,78.0,443.46,-1.91093,20.0,19.0,42.0,2.0
44.0,11.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,8.0,2.0,0.0,0.0,1.0,0.0,72.0,74.0,468.71,-3.1957,20.0,19.0,38.0,3.0
36.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,4.0,0.0,0.0,1.0,0.0,52.0,56.0,278.04,3.3345,9.0,14.0,12.0,5.0
26.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,37.0,123.93,3.3973,4.0,5.0,7.0,4.0
15.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,19.0,20.0,42.43,2.0417,0.0,3.0,6.0,2.0
21.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,29.0,31.0,110.73,3.1262,2.0,6.0,7.0,3.0
22.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,30.0,33.0,71.11,4.1066,1.0,6.0,5.0,4.0
9.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,14.0,15.0,53.11,2.41017,2.0,3.0,1.0,2.0
30.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,35.0,37.0,83.83,4.8828,2.0,5.0,11.0,3.0
184.0,49.0,62.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40.0,32.0,29.0,3.0,0.0,0.0,7.0,0.0,296.0,304.0,1817.91,-12.12823,76.0,78.0,172.0,9.0
69.0,18.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,9.0,6.0,3.0,0.0,0.0,2.0,0.0,102.0,106.0,549.06,-0.98116,25.0,23.0,51.0,5.0
52.0,15.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,7.0,7.0,2.0,0.0,0.0,1.0,0.0,83.0,85.0,531.6,-3.04673,21.0,21.0,45.0,3.0
66.0,17.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,8.0,7.0,3.0,0.0,0.0,2.0,0.0,99.0,103.0,553.11,-1.79173,23.0,23.0,51.0,5.0
20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,22.0,25.0,6.48,4.4043,0.0,2.0,0.0,4.0
12.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,17.0,18.0,55.76,1.8291,1.0,4.0,3.0,2.0
9.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,17.0,18.0,136.29,-1.7002,6.0,7.0,2.0,2.0
22.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,28.0,30.0,64.6,4.51482,0.0,4.0,6.0,3.0
18.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,2.0,0.0,24.0,26.0,91.18,2.0807,4.0,6.0,6.0,3.0
36.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,3.0,45.0,49.0,119.23,1.4498,5.0,6.0,11.0,5.0
90.0,30.0,38.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,22.0,16.0,0.0,0.0,0.0,3.0,0.0,167.0,168.0,1102.89,-17.3751,58.0,60.0,105.0,2.0
21.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,28.0,30.0,92.79,2.90252,2.0,6.0,9.0,3.0
23.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,27.0,29.0,32.34,5.2825,1.0,3.0,7.0,3.0
68.0,8.0,24.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,1.0,10.0,0.0,7.0,2.0,0.0,0.0,1.0,102.0,113.0,504.47,2.84052,18.0,25.0,5.0,14.0
11.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,17.0,18.0,85.08,1.4646,2.0,4.0,3.0,2.0
20.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,23.0,25.0,12.47,4.29654,0.0,3.0,5.0,3.0
54.0,18.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,9.0,1.0,0.0,0.0,2.0,0.0,91.0,93.0,615.3,-6.22026,27.0,24.0,50.0,3.0
19.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,26.0,28.0,68.02,4.49542,1.0,5.0,6.0,3.0
32.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,35.0,39.0,30.28,3.9339,2.0,1.0,7.0,6.0
43.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,58.0,61.0,210.62,5.29572,5.0,13.0,7.0,5.0
29.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0,42.0,46.0,208.17,0.014,7.0,11.0,5.0,5.0
22.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,29.0,31.0,83.09,2.8716,1.0,6.0,5.0,3.0
20.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,25.0,29.0,40.8,3.0963,0.0,4.0,2.0,5.0
19.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,22.0,25.0,28.16,3.3114,1.0,3.0,2.0,4.0
28.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,32.0,36.0,55.56,3.9575,1.0,3.0,7.0,5.0
8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,11.0,12.0,45.91,0.2121,2.0,1.0,1.0,2.0
59.0,17.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,10.0,7.0,1.0,0.0,0.0,4.0,0.0,94.0,96.0,580.59,-3.6169,25.0,25.0,51.0,3.0
29.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,81.7,6.8819,1.0,5.0,23.0,1.0
19.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,26.0,29.0,98.6,2.23932,1.0,6.0,2.0,4.0
18.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,20.0,22.0,32.26,2.9221,2.0,2.0,3.0,3.0
23.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0,30.0,58.2,3.8145,2.0,2.0,1.0,4.0
41.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,4.0,2.0,0.0,0.0,1.0,0.0,60.0,62.0,320.74,-0.30723,14.0,13.0,29.0,3.0
32.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,45.0,169.52,1.9132,4.0,10.0,7.0,2.0
119.0,40.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,33.0,15.0,12.0,3.0,0.0,0.0,2.0,0.0,189.0,193.0,1234.49,-8.24129,55.0,48.0,115.0,5.0
94.0,28.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,24.0,10.0,9.0,2.0,0.0,0.0,1.0,0.0,143.0,145.0,882.39,-3.03783,38.0,35.0,89.0,3.0
23.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,30.0,33.0,44.81,4.8593,1.0,4.0,7.0,4.0
18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,21.0,23.0,8.88,1.4288,2.0,0.0,4.0,3.0
20.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,26.0,29.0,49.85,3.2801,0.0,3.0,1.0,4.0
17.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,26.0,28.0,110.18,0.0396,3.0,6.0,5.0,3.0
28.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,33.0,37.0,69.02,4.84348,1.0,4.0,5.0,5.0
14.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,17.0,19.0,30.49,1.6231,1.0,3.0,3.0,3.0
36.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,44.0,48.0,139.84,4.3248,6.0,8.0,7.0,5.0
57.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,7.0,1.0,0.0,0.0,4.0,0.0,88.0,90.0,525.02,-0.5421,22.0,22.0,50.0,3.0
38.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,2.0,46.0,52.0,77.38,6.8456,2.0,6.0,2.0,8.0
30.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,36.0,39.0,35.58,5.75004,1.0,3.0,9.0,4.0
21.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,26.0,29.0,40.16,3.3765,0.0,5.0,4.0,4.0
28.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,34.0,36.0,93.06,6.201,2.0,4.0,10.0,3.0
67.0,16.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,13.0,9.0,3.0,0.0,0.0,1.0,0.0,105.0,108.0,634.91,-5.23843,29.0,27.0,57.0,4.0
11.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,20.0,20.0,95.5,1.28439,3.0,3.0,3.0,1.0
18.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,24.0,27.0,49.33,3.14694,0.0,5.0,2.0,4.0
24.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,31.0,60.44,4.5753,0.0,4.0,2.0,4.0
26.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,37.0,38.0,174.09,-0.9389,6.0,7.0,13.0,2.0
8.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,11.0,24.83,0.8805,0.0,3.0,2.0,1.0
16.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,19.0,3.24,4.3864,0.0,2.0,6.0,2.0
20.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,25.0,28.0,68.36,1.9247,3.0,3.0,4.0,4.0
19.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,3.0,28.0,31.0,106.68,1.5205,2.0,5.0,2.0,4.0
15.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,27.0,29.0,162.92,-0.0482,4.0,8.0,6.0,3.0
28.0,2.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,3.0,36.0,40.0,23.55,7.4322,0.0,4.0,6.0,5.0
19.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,23.0,24.0,66.4,3.2609,2.0,2.0,6.0,2.0
128.0,45.0,36.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,33.0,7.0,2.0,1.0,0.0,3.0,0.0,5.0,0.0,213.0,215.0,1315.8,-15.02939,43.0,41.0,95.0,4.0
19.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,24.0,27.0,47.86,2.6194,2.0,4.0,4.0,4.0
18.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,25.0,28.0,54.26,3.5636,0.0,4.0,1.0,4.0
23.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,30.0,33.0,44.81,4.8593,1.0,4.0,7.0,4.0
193.0,48.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,37.0,28.0,25.0,5.0,0.0,0.0,5.0,0.0,298.0,307.0,1744.51,-5.85516,71.0,72.0,163.0,10.0
15.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,20.0,22.0,44.28,3.2076,2.0,2.0,2.0,3.0
20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,24.0,6.48,4.3398,0.0,2.0,4.0,3.0
20.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,27.0,30.0,75.71,2.5522,1.0,5.0,6.0,4.0
16.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,20.0,23.0,35.5,2.4508,2.0,3.0,1.0,4.0
18.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,21.0,23.0,15.27,3.86424,1.0,3.0,3.0,3.0
24.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,30.0,33.0,75.74,3.8333,3.0,5.0,10.0,4.0
20.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,22.0,24.0,23.47,4.3305,1.0,2.0,5.0,3.0
20.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,26.0,29.0,23.55,4.8192,0.0,3.0,4.0,4.0
27.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,37.0,40.0,121.88,3.5185,2.0,6.0,7.0,4.0
19.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,4.0,32.0,34.0,211.56,-0.282,8.0,9.0,9.0,3.0
19.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,25.0,26.0,90.82,2.2233,4.0,5.0,9.0,2.0
82.0,23.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,12.0,11.0,2.0,0.0,0.0,4.0,0.0,130.0,135.0,800.52,-5.01803,32.0,32.0,68.0,6.0
53.0,14.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,6.0,5.0,2.0,0.0,0.0,1.0,0.0,79.0,81.0,437.22,-1.12303,19.0,18.0,41.0,3.0
18.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,3.0,23.0,26.0,35.16,3.5385,1.0,3.0,3.0,4.0
49.0,13.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,7.0,6.0,2.0,0.0,0.0,2.0,0.0,76.0,79.0,466.98,-1.7206,20.0,18.0,38.0,4.0
26.0,3.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,6.0,35.0,39.0,28.18,5.4689,0.0,6.0,7.0,5.0
23.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,27.0,29.0,38.77,4.1854,0.0,4.0,7.0,3.0
21.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,4.0,28.0,31.0,12.12,2.1114,2.0,2.0,4.0,4.0
11.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,17.0,18.0,106.15,2.13887,2.0,4.0,3.0,2.0
25.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,3.0,2.0,36.0,39.0,122.21,2.8275,2.0,8.0,11.0,4.0
22.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,30.0,94.83,1.7237,3.0,5.0,2.0,4.0
20.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,25.0,28.0,50.26,3.0455,1.0,4.0,5.0,4.0
36.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,44.0,48.0,139.84,4.3248,6.0,8.0,7.0,5.0
31.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,37.0,41.0,71.03,5.39008,0.0,6.0,7.0,5.0
17.0,3.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,28.0,30.0,125.9,0.4754,2.0,8.0,7.0,3.0
24.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,30.0,32.0,82.69,4.6281,3.0,4.0,8.0,3.0
29.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,37.0,40.0,111.16,4.07,2.0,6.0,12.0,4.0
71.0,15.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,10.0,10.0,3.0,0.0,0.0,3.0,0.0,108.0,113.0,586.12,-1.2423,23.0,26.0,53.0,6.0
38.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,51.0,53.0,171.22,4.2116,5.0,9.0,14.0,3.0
32.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,4.0,3.0,46.0,53.0,160.83,2.7529,3.0,14.0,6.0,8.0
15.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,3.0,23.0,25.0,102.83,1.0029,2.0,4.0,1.0,3.0
22.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,25.0,27.0,24.75,2.7196,1.0,1.0,6.0,3.0
17.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,22.0,23.0,21.26,4.435,1.0,2.0,6.0,2.0
16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,17.0,20.0,16.61,2.1243,1.0,0.0,0.0,4.0
